CustomerID,FirstName,LastName,Gender,AnnualIncome,City
C02102,Indrajit,Munshi,male,946640.0,Uluberia
C01084,Ojas,Srivastava,M,2513580.0,Vellore
C00693,Wridesh,Mittal,F,2123718.0,FIROZABAD
C03625,Eesha,Rege,O,3287726.0,rohtak
C03486,Omaja,Hayre,F,3134128.0,Nashik
C02461,Maanas,Bava,male,664722.0,Etawah
C00373,Dayita,Dara,O,322458.0,NAGAON
C03563,Jhalak,Sood,Female,1796024.0,Chandrapur
C02269,Fiyaz,Ratti,Female,2113561.0,Ahmednagar
C04157,Ekbal,Sehgal,Male,1159485.0,Bharatpur
C01433,Tanvi,Toor,M,1723049.0,Allahabad
C04934,Vedika,Dhar,male,3449190.0,Raiganj
C04203,Shaurya,Krishnamurthy,M,2655037.0,Gurgaon
C01420,Kamala,Badal,Female,3019534.0,Etawah
C03959,Alexander,Sule,male,494431.0,Salem
C03896,Ekalinga,Devi,Male,1291604.0,phusro
C02284,Rohan,Malhotra,O,1878225.0,Gangtok
C01900,Chanakya,Sastry,O,1883802.0,Phagwara
C02099,Yahvi,Kapadia,O,887083.0,Jamnagar
C01200,Bhavika,Merchant,O,,Kharagpur
C02034,Nikita,Chawla,male,2703719.0,Morena
C00066,Waida,Kannan,M,1335199.0,South Dumdum
C03779,Tara,Lala,O,2137065.0,Dibrugarh
C02858,Andrew,Doctor,M,837379.0,Dhanbad
C04065,Leela,Rout,male,1737755.0,muzaffarpur
C02365,Garima,Prabhu,male,2399039.0,BHIWANDI
C00816,Nilima,Reddy,M,2177856.0,Bhusawal
C00791,Amaira,Dhawan,Other,329402.0,Bhiwandi
C03701,Aashi,Patel,F,1929924.0,Surat
C00880,Harsh,Shanker,M,2937572.0,medininagar
C02754,Bhavika,Dhar,male,1154601.0,Arrah
C03849,Ladli,Ben,Female,3200516.0,Thane
C04008,Noah,Shenoy,Female,1322648.0,
C01215,Abhiram,Master,M,3289653.0,Morena
C01000,Kala,Balan,M,2963880.0,Kadapa
C04717,Faraj,Sem,male,2740435.0,RAMGARH
C01657,Hemang,Pradhan,Female,516449.0,Shahjahanpur
C04669,Suhani,Solanki,Female,2146605.0,Karaikudi
C01596,Ekanta,Goswami,Other,331303.0,Korba
C01701,Abhiram,Chandra,Female,508416.0,Etawah
C01980,Robert,Narayan,F,314438.0,Etawah
C00923,Hemani,Seshadri,Male,1703649.0,Ambala
C04584,Raagini,Prashad,O,,Kavali
C04729,Upadhriti,Hegde,O,1812318.0,Davanagere
C04098,Noah,Wali,O,,Guntakal
C03955,Pushti,Dass,F,2692541.0,Bidar
C01716,Bimala,Balay,M,1288457.0,Jalgaon
C02030,William,Lad,Female,2908000.0,Arrah
C03836,Jai,Nagar,Male,2011811.0,Amaravati
C03938,Lakshmi,Dash,M,529265.0,Sambhal
C02575,Michael,Karan,male,1682193.0,Uluberia
C00146,Raghav,Ramaswamy,Other,2725444.0,Alappuzha
C00879,Benjamin,Dugal,male,,Nashik
C00181,Yug,Johal,O,3232075.0,JALGAON
C00091,Suhani,Seth,male,2412004.0,Singrauli
C00715,Nirja,Raju,M,1425330.0,Alwar
C00484,Yachana,Shan,M,534800.0,meerut
C00474,Simon,Mistry,Female,3069162.0,Munger
C01196,Yoshita,Suri,Female,2681141.0,Chandrapur
C04485,Charles,Biswas,female,2864898.0,Dehri
C00435,Tanmayi,Naidu,Male,1182993.0,
C04134,Theodore,Yohannan,M,1204789.0,Aurangabad
C03832,Finn,Mani,F,3337669.0,Ongole
C03308,Luke,Murty,Male,1207523.0,Tiruppur
C00518,Nicholas,Mohanty,O,624307.0,Hubli–Dharwad
C00462,Ekavir,Rama,male,349815.0,Nizamabad
C04497,Anmol,Koshy,,2672812.0,Ajmer
C01538,Sudiksha,Talwar,female,672068.0,Tezpur
C01145,Pallavi,Ratti,Female,2001343.0,Jamshedpur
C03090,Jeet,Cheema,Female,1187218.0,Morena
C04095,Balhaar,Saxena,M,2345496.0,
C00248,Bhavika,Sethi,Female,2583551.0,Thiruvananthapuram
C01412,Arya,Raj,female,1146898.0,Bhiwandi
C02140,Lavanya,Pandit,F,1967955.0,bokaro
C01625,Kashvi,Banerjee,,1994320.0,ahmednagar
C00113,Pavani,Khosla,O,724373.0,Katni
C01899,Vedhika,Shah,Male,1913177.0,Mango
C03975,Samesh,Rajan,female,1325036.0,Miryalaguda
C03759,Yamini,Jani,Female,2131068.0,madhyamgram
C03070,Bhavini,Sami,F,824475.0,Pali
C00082,Vritti,Sane,M,,Kolhapur
C03291,Yutika,Krishnamurthy,M,2570929.0,Muzaffarnagar
C00570,Vihaan,Zachariah,F,2455214.0,KOLHAPUR
C03592,Diya,Bali,female,2175527.0,Varanasi
C01910,Hredhaan,Dhingra,Female,3295905.0,
C02479,Manthan,Tella,Female,332996.0,Rewa
C03916,Yatan,Sodhi,F,2683319.0,Howrah
C00831,Amrita,Kulkarni,female,1881631.0,
C02441,Advik,Wason,male,1000439.0,Katni
C04101,Anvi,Deo,O,1630898.0,Malegaon
C04437,Nisha,Hans,,764128.0,RAEBARELI
C01942,Girish,Deshmukh,Other,1455784.0,Kishanganj
C01402,Charvi,Uppal,M,2843326.0,Siwan
C02707,Chanchal,Sule,male,2420997.0,DELHI
C02812,Robert,Zachariah,Male,3188584.0,Haridwar
C02456,Chandani,Ahluwalia,,974774.0,Tirunelveli
C01484,Mitesh,Kapur,Other,,gandhinagar
C02646,Jagat,Pillai,O,2073855.0,Gulbarga
C01219,Yuvraj,Mitter,male,1308812.0,Thrissur
C03260,Ranveer,Kapadia,male,329438.0,Avadi
C01024,Oscar,Dey,Female,3412042.0,Dibrugarh
C00327,Abha,Bahri,M,3084039.0,Ludhiana
C04303,Sara,Bail,,2255761.0,
C02884,Jackson,Din,Other,1424381.0,DURGAPUR
C01379,Arin,Cheema,Male,1734126.0,Dharmavaram
C02986,Bhavani,Chakraborty,,1544253.0,Pune
C02782,Riya,Padmanabhan,F,3222402.0,bally
C01720,Unni,Chaudhari,O,831952.0,PRODDATUR
C03898,Xiti,Lal,F,1056372.0,
C00193,Karan,Dass,Other,3153333.0,Mango
C02897,Krishna,Srinivasan,Female,2797647.0,indore
C00178,Waida,Kaur,Other,864592.0,Raurkela Industrial Township
C01017,Ladli,Rajagopal,F,2108862.0,Dharmavaram
C04390,Ubika,Sathe,M,1068424.0,Ulhasnagar
C03623,Tejas,Ganesh,Other,653040.0,firozabad
C02691,Abdul,Agrawal,Other,3062672.0,KOLKATA
C04707,Zaid,Mutti,,1874739.0,Nandyal
C02560,Benjamin,Deshmukh,M,553823.0,Raichur
C00232,Aarush,Prashad,M,3122459.0,
C01314,Tanay,Nori,O,1434924.0,Dibrugarh
C03096,Ekta,Nigam,female,2668997.0,Howrah
C04888,Harinakshi,Buch,Male,1465167.0,Siliguri
C04373,Nathaniel,Dubey,O,303063.0,
C04801,Mason,Din,F,577438.0,Nagercoil
C02466,Jacob,Varughese,F,2369081.0,Bhilai
C02376,Zayyan,Sachar,male,924999.0,Asansol
C04478,Eesha,Vala,Female,820045.0,Pondicherry
C02703,Ucchal,Dutta,M,2609169.0,Dindigul
C01380,Oliver,Deshpande,M,3282824.0,Pimpri-Chinchwad
C00605,Siya,Dasgupta,Male,1898705.0,Bareilly
C03020,Vedhika,Pandey,,2269745.0,Amritsar
C00509,Ojasvi,Tripathi,male,854999.0,Morbi
C04924,Anamika,Edwin,Female,2175235.0,Raichur
C03252,Gautam,Kumar,Male,754861.0,Anand
C01246,Zaid,Dyal,O,320910.0,ALWAR
C01059,Michael,Sidhu,O,1001797.0,Jabalpur
C04566,Wakeeta,Kapur,O,2757656.0,Dharmavaram
C00910,Isha,Gole,F,2631873.0,Arrah
C04477,Gabriel,Mall,Male,1146437.0,Khammam
C02277,Gautam,Saini,M,,Hindupur
C03374,Ekaja,Upadhyay,Male,972288.0,Serampore
C01113,Kalpit,Lata,Male,1639116.0,UDUPI
C00869,Sneha,Karnik,male,2553012.0,Bathinda
C01458,Mitesh,Dhar,M,3167329.0,PARBHANI
C03438,Faras,Sankar,Male,2584979.0,MATHURA
C00207,Kritika,Ramachandran,male,3469704.0,Mahbubnagar
C04272,Lajita,Thakkar,female,908151.0,Raichur
C03831,Wakeeta,Sachar,F,1216548.0,Karnal
C01042,Kai,Soman,Female,1117613.0,bhusawal
C01866,Teerth,Cherian,female,1007433.0,Meerut
C00987,Mohammed,Padmanabhan,O,1158595.0,Coimbatore
C00369,Pranav,Ghose,Other,1592027.0,Anantapur
C01816,Samaksh,Bhatnagar,O,696317.0,Kamarhati
C01993,Kamya,Bains,F,2646326.0,
C04298,Watika,Mukherjee,F,1162380.0,Morena
C04645,Raagini,Verma,F,2519943.0,Hubli–Dharwad
C02253,Hredhaan,Toor,female,2125820.0,Deoghar
C02340,Andrew,Bahl,female,2545123.0,Proddatur
C04706,Harinakshi,Nayar,Other,303862.0,Alwar
C00238,Neel,Khosla,female,2946369.0,
C01251,Ojasvi,Suresh,F,1811731.0,Chittoor
C01392,Shivansh,Chahal,male,3145832.0,
C02720,Indira,Kamdar,Male,,Bidar
C02373,Viraj,Bhagat,F,3380405.0,Sagar
C01373,Amol,Sur,male,1895409.0,Ahmedabad
C01443,Robert,Guha,Other,3014591.0,Korba
C00013,Samarth,Desai,Male,,Surendranagar Dudhrej
C02783,Krisha,Nayar,male,773389.0,Bhagalpur
C04957,Saanvi,Sandhu,Other,2758615.0,Tinsukia
C03109,Tanveer,Lad,,804179.0,Bhagalpur
C01758,Jyoti,Ramakrishnan,male,3248917.0,Allahabad
C01860,Diya,Barad,female,717716.0,Bareilly
C01868,Aahana,Nagar,male,1377067.0,Nandyal
C03490,Liam,Malhotra,Other,2105819.0,
C01767,Vanya,Basu,O,2203684.0,Bangalore
C04681,Urmi,Kale,O,3246056.0,Kamarhati
C03611,Yahvi,Kata,F,2590721.0,jalandhar
C02829,Tara,Murty,male,1749720.0,Parbhani
C03248,Chatresh,Suresh,O,3238117.0,Ghaziabad
C03877,Umang,Sarraf,M,2022521.0,gangtok
C01666,Gautam,Nair,Male,2987457.0,Hospet
C04664,Lakshmi,Chaudhary,O,3200891.0,bidar
C02780,Harita,Johal,female,1259518.0,Muzaffarpur
C01839,Aahana,Shere,Female,1283017.0,Berhampur
C00417,Ria,Bobal,Male,1910559.0,Kolhapur
C01598,Adya,Purohit,,376616.0,Hubli–Dharwad
C03446,Gunbir,Bhatia,male,2404559.0,SIRSA
C00712,Lavanya,Mukhopadhyay,O,2184428.0,Sambalpur
C04687,Kritika,Bera,Female,1029585.0,Chapra
C03251,Darsh,Soman,male,384746.0,Ranchi
C03792,Ronith,Shah,female,,Warangal
C00916,Mugdha,Cheema,Female,2852785.0,rajahmundry
C03733,Sathvik,Baria,Male,2037035.0,Bhind
C00236,Vansha,Patil,F,1269509.0,Gulbarga
C03024,Dayita,Chaudhary,Other,582925.0,Latur
C00938,Nathan,Shan,male,3033002.0,Satara
C01197,Girish,Merchant,Male,3374965.0,BHIWANI
C04623,Sachi,Halder,Male,2464268.0,Baranagar
C04551,Sarthak,Ghose,F,2319148.0,Nanded
C00275,Libni,Mitra,Female,2136773.0,Amritsar
C04038,Anmol,Hayre,O,2973656.0,Panvel
C02718,Qabil,Rau,male,700948.0,Madurai
C00352,Anika,Hari,Other,2169341.0,Raipur
C01245,Farhan,Sane,male,802317.0,Delhi
C04107,Inaya,Pradhan,Other,,Silchar
C01274,Laksh,Nagar,Other,1608838.0,Katihar
C01423,Jeevika,Patla,O,708465.0,Bharatpur
C00158,Nathan,Lad,Other,1337709.0,Khora 
C02379,Manan,Jha,O,2422968.0,Bardhaman
C03593,Nilima,Sarkar,F,2227272.0,Kumbakonam
C04596,Darsh,Swamy,O,3362074.0,Dindigul
C04947,Chasmum,Prasad,Male,1310656.0,
C03632,Fitan,Mukhopadhyay,O,3162215.0,Belgaum
C00085,Tara,Toor,female,1066835.0,Ichalkaranji
C02842,Vedhika,Ghosh,F,1897595.0,Bhiwani
C03409,Vasana,Pau,Other,1739972.0,Burhanpur
C01659,Omya,Ram,female,3399299.0,Bareilly
C00235,Parth,Sachdev,male,3284783.0,Vijayanagaram
C01962,Advika,Doctor,O,1727540.0,Silchar
C03503,Ishaan,Om,,,Proddatur
C01730,Geetika,Yogi,Female,984491.0,Miryalaguda
C04944,Radha,Nazareth,female,2209672.0,Dehradun
C03520,Falak,Sinha,Female,949046.0,Danapur
C00495,Naveen,Manda,Male,2762169.0,Nandyal
C01378,Jagvi,Ganesh,Female,500204.0,Mathura
C04123,Aahana,Rajagopalan,male,3153958.0,South Dumdum
C01074,Lucky,Dutta,Male,3085645.0,Ozhukarai
C01387,Yug,Mistry,female,1400507.0,Indore
C01999,Wriddhish,Chacko,M,2826411.0,Ambala
C00339,Isha,Mangat,Male,2096766.0,BHUSAWAL
C03080,Zarna,Mohan,F,687251.0,Etawah
C04606,Onveer,Naik,Other,2961976.0,Agartala
C02132,Arin,Varughese,Other,2494447.0,BUXAR
C01637,Ekalinga,Menon,O,2819942.0,Aurangabad
C01988,Anamika,Sandhu,male,2762456.0,Raurkela Industrial Township
C04675,Tamanna,Devan,F,1511858.0,Tirupati
C03875,Ekaraj,Randhawa,M,2191042.0,Gopalpur
C02278,Ayushman,Goda,male,2152104.0,warangal
C03125,Brijesh,Chandran,Female,2752482.0,Jamalpur
C00948,Wahab,Sandhu,Female,1011794.0,Hajipur
C00269,Yochana,Boase,male,2219668.0,Korba
C01315,Yochana,Ghosh,male,3043033.0,Guwahati
C02504,Indira,Modi,Male,3482908.0,
C01220,Balendra,Hora,male,2156723.0,Chittoor
C00141,Vedika,Vig,O,941069.0,sambhal
C02392,Jason,Ravel,Male,2187823.0,
C03713,Champak,Nair,O,1062553.0,madhyamgram
C03334,Jeremiah,Nagy,male,1424067.0,Pali
C01317,Nicholas,Ravel,Female,2317582.0,Sangli-Miraj & Kupwad
C00443,Rachita,Nair,female,2332011.0,Sasaram
C02790,Wazir,Ben,O,2213044.0,Lucknow
C03485,Kala,Kari,Female,2219710.0,Nellore
C01359,Anay,Pau,male,2503219.0,Shahjahanpur
C03795,Pooja,Ray,female,2337763.0,Singrauli
C00719,Damini,Dixit,Other,1560914.0,Satara
C03501,Arunima,Bir,Other,,Guwahati
C02672,Chanakya,Handa,Male,2427325.0,Bahraich
C00395,Laban,Char,male,960097.0,Aurangabad
C00379,Ranbir,Pingle,F,2367888.0,Jabalpur
C02350,Liam,Mohan,O,343773.0,Guntakal
C04154,Ayaan,Sane,Female,2288756.0,Ongole
C00817,Chakrika,Gandhi,Other,3404225.0,Ulhasnagar
C04274,Nitesh,Devi,female,2955575.0,Mysore
C01477,Hemani,Rout,F,842845.0,Bharatpur
C02610,Aishani,Karan,M,2169120.0,Bhagalpur
C04374,Gaurang,Nadkarni,M,3094935.0,patiala
C02128,Yatin,Tripathi,male,784082.0,New Delhi
C02318,Pushti,Menon,M,2980328.0,ahmednagar
C01284,Veer,Bhat,female,2175449.0,sagar
C01424,Christopher,Nagy,M,883001.0,Panvel
C00836,Anjali,Maharaj,Other,3472501.0,Bhiwani
C04812,Chandani,Chada,F,2799997.0,Hubli–Dharwad
C02104,Pallavi,Halder,male,1548560.0,Kurnool
C00308,Joshua,Bhalla,Other,3297226.0,Jalgaon
C01398,Lavanya,Kakar,M,2145288.0,Bhusawal
C03478,Jagrati,Dixit,O,3186605.0,Panvel
C00621,Radha,Sarin,Other,1413440.0,CHANDIGARH
C01371,Rajeshri,Mukherjee,Female,869753.0,Dharmavaram
C00884,Bachittar,Raval,O,1750643.0,Deoghar
C00016,Qasim,Kalita,female,1677025.0,Delhi
C02367,Dhriti,Sarraf,female,1373203.0,Deoghar
C02174,Madhav,Wali,Female,2314126.0,Shimoga
C01385,Vasudha,Chowdhury,Other,2061932.0,North Dumdum
C03249,Bhanumati,Bakshi,F,2038848.0,Thrissur
C04927,Oscar,Mani,female,1489825.0,Visakhapatnam
C02704,Fitan,Yohannan,female,2240706.0,Ozhukarai
C04760,Theodore,Sem,Other,2008088.0,Pune
C03822,Anita,Tiwari,male,2816530.0,NANGLOI JAT
C01436,Kala,Nori,Other,761687.0,chandrapur
C00576,Chasmum,Baral,M,577067.0,Yamunanagar
C03782,Tripti,Lad,female,2303127.0,Amroha
C04064,Ranveer,Loke,M,2962087.0,
C01602,Anita,Banik,O,2379424.0,Durgapur
C04726,Kritika,Contractor,female,467515.0,Aurangabad
C02935,Advik,Bahl,male,1926419.0,Malegaon
C04329,Bimala,Swaminathan,female,2794808.0,Jabalpur
C02247,Sanaya,Gour,Other,2658001.0,Howrah
C01990,Anita,Kala,Male,484060.0,Chandrapur
C01122,Falan,Ramachandran,Female,2492287.0,Avadi
C01134,Omya,Mukhopadhyay,M,2587979.0,Raebareli
C02671,Arin,Dayal,Female,3399454.0,Meerut
C03173,Bahadurjit,Ray,F,874517.0,Visakhapatnam
C04110,Charvi,Solanki,M,2529871.0,PATIALA
C00490,Ethan,Kant,female,1733697.0,
C01779,Caleb,Parikh,Female,3143562.0,
C00792,Michael,Bal,Male,3017227.0,Guna
C02389,Vasudha,Dugar,O,,Thiruvananthapuram
C03000,Riya,Jain,O,1924374.0,Jalna
C02330,Rayaan,Char,F,589098.0,Rajahmundry
C01008,Sathvik,Pillay,Other,1712920.0,Madanapalle
C04464,Tanay,Ratta,F,551884.0,Kavali
C03583,Amara,Kota,O,747744.0,Hindupur
C01620,Andrew,Narula,Male,417339.0,Malda
C01986,Gaurang,Grover,Female,3118636.0,Begusarai
C03401,Radha,Kala,Female,3106734.0,Thoothukudi
C01636,Chatresh,Goel,female,2341239.0,Delhi
C02389,Vasudha,Dugar,O,,Thiruvananthapuram
C04183,Isha,Bassi,F,2163825.0,berhampur
C04640,Chameli,Sinha,Female,526939.0,Amravati
C01256,Jagdish,Tak,female,1094846.0,Saharanpur
C03168,Kalpit,Chowdhury,Male,1707495.0,farrukhabad
C03965,Sudiksha,Sibal,female,2669629.0,Shimoga
C02955,Turvi,Deo,F,614779.0,Visakhapatnam
C00644,Ekta,Iyengar,,2808500.0,Nadiad
C00289,Vidhi,Tripathi,female,3321152.0,Tirupati
C03775,Urvi,Sibal,female,2906488.0,Panihati
C03473,Quincy,Dixit,O,571651.0,Nadiad
C00037,Divya,Wadhwa,female,309580.0,Morena
C02307,Aadi,Mammen,male,3082253.0,Lucknow
C01551,Yamini,Venkatesh,male,3259071.0,Fatehpur
C01228,Girish,Bobal,Other,631868.0,Phagwara
C04210,Tejas,Upadhyay,Female,3425584.0,
C01590,Vanya,Sandal,F,,Haldia
C00615,Urvashi,D’Alia,O,2821488.0,Jammu
C01936,Lucky,Balasubramanian,Other,811161.0,SURAT
C04884,Ikbal,Dugar,O,3245015.0,Kochi
C01434,Qasim,Rattan,Female,2684306.0,Mysore
C01873,Dhriti,Dixit,O,2804330.0,Akola
C00704,Urvi,Mangat,female,1122935.0,Ichalkaranji
C01089,Hredhaan,Badami,Male,2846030.0,Bangalore
C01858,Leena,Thaker,,1739575.0,Mango
C00341,Yahvi,Magar,Other,2149463.0,Sagar
C04238,Azad,Venkataraman,Other,622540.0,JALGAON
C00419,Urmi,Bhargava,O,1945244.0,
C03254,Advaith,Pall,F,,Sirsa
C03223,Advika,D’Alia,M,1705580.0,Surendranagar Dudhrej
C04131,Aarav,Kannan,F,2337308.0,Gwalior
C00773,Ubika,Patil,O,1166155.0,maheshtala
C04703,Yashasvi,Deol,Female,2669954.0,Morena
C00628,Chavvi,Kumar,female,2647545.0,Vadodara
C03763,Qarin,Joshi,M,2730192.0,Meerut
C00981,Harshil,Sant,M,739676.0,Cuttack
C01302,Yagnesh,Soman,Male,1058900.0,Noida
C01043,Ojas,Choudhury,M,2214693.0,kakinada
C00962,Aryan,Bali,M,929310.0,Patna
C02550,Isha,Saran,O,1138924.0,
C04466,Sai,Sachar,M,2761373.0,SILIGURI
C03205,Krishna,Prakash,F,804516.0,Dharmavaram
C00802,Yug,Murty,Male,2835797.0,Raurkela Industrial Township
C00695,Jalsa,Sahni,Female,565663.0,Dhanbad
C02023,Devika,Wable,female,2010426.0,Chandigarh
C02086,Bimala,Nair,Other,1047768.0,Jodhpur
C03943,Dev,Mutti,Female,2998600.0,Erode
C04292,Gauri,Varghese,Female,1509289.0,Hapur
C01991,Veer,Chaudhry,female,510142.0,JUNAGADH
C00668,Aadhya,Shroff,O,374551.0,Bhiwani
C01949,Dakshesh,Dugal,Female,1206631.0,Raipur
C03794,Shaurya,Ahuja,M,2860492.0,Korba
C01118,Zansi,Sabharwal,Other,2851915.0,Bhagalpur
C02298,William,Keer,Male,538204.0,Kakinada
C02789,Advay,Varkey,O,656417.0,Gopalpur
C03075,Rehaan,Bhalla,O,3385706.0,Jalgaon
C04668,Vasudha,Varma,Male,1197460.0,Sri Ganganagar
C04895,Yatin,Bandi,Other,1021425.0,Aizawl
C04362,Prisha,Viswanathan,Female,3251487.0,Bongaigaon
C02861,Lakshmi,Chaudhari,Other,2643078.0,Sangli-Miraj & Kupwad
C02871,Lajita,Kanda,Female,1305045.0,Sikar
C04932,Chakradev,Bhakta,O,1811997.0,Tumkur
C02106,Simon,Din,female,1077228.0,Madanapalle
C01507,Jagvi,Venkataraman,Female,2021322.0,Anantapur
C01894,Gaurika,Rastogi,O,894795.0,Solapur
C02882,Rohan,Kota,Male,2700031.0,Fatehpur
C01460,Om,Varty,M,1357403.0,Patna
C03414,Rachit,Mishra,O,3213244.0,Ongole
C04344,Jai,Mahajan,Male,449030.0,Bhalswa Jahangir Pur
C00353,Nandini,Iyer,O,3265935.0,Burhanpur
C00960,Zayyan,Sarkar,Male,3156791.0,Ongole
C02975,Anay,Sibal,Male,3346627.0,nizamabad
C04904,Advaith,Biswas,O,1226975.0,Dehri
C01348,Jack,Kohli,male,2858143.0,Kadapa
C00409,Vasana,Chad,F,311952.0,Arrah
C02711,Priya,Sankar,M,2446429.0,Guntakal
C03461,Ganga,Bobal,female,511271.0,KURNOOL
C04482,Nidhi,Sabharwal,Other,2127375.0,amravati
C00089,Mekhala,Sheth,F,1203584.0,Ambarnath
C02918,Jeet,Bhargava,F,2350735.0,Nadiad
C04200,Chaitaly,Kohli,male,3007167.0,Dhanbad
C04632,Onkar,Sarkar,F,3400105.0,Aizawl
C03436,Libni,Gandhi,O,1046757.0,
C04278,Indali,Bobal,male,2959980.0,Morbi
C01104,Januja,Kale,M,3130433.0,Jhansi
C02182,Theodore,Badami,male,1888585.0,Rewa
C02593,Darsh,Rastogi,M,1978610.0,Durgapur
C02838,Kevin,Radhakrishnan,male,690018.0,Navi Mumbai
C03892,Ladli,Keer,O,558037.0,Mathura
C02926,Akshay,Dube,Other,1673121.0,BELLARY
C04043,Tanvi,Joshi,F,3266048.0,Naihati
C00760,Manya,Agarwal,F,2499942.0,New Delhi
C03283,Ethan,Tara,F,1114426.0,Hosur
C02471,Januja,Sharma,M,1472683.0,Vadodara
C04627,Osha,Lata,O,892901.0,Bidar
C04533,Theodore,Lanka,Female,1604669.0,Jamalpur
C01123,Onkar,Gour,F,1004730.0,Jamalpur
C03562,Yatin,Narayanan,M,667580.0,MYSORE
C00468,Sachi,Garg,F,2166994.0,hospet
C02186,Adweta,Atwal,female,,Hosur
C00537,Zehaan,Vaidya,F,2203894.0,Serampore
C00459,Warda,Mand,M,3305828.0,Uluberia
C02413,Ishanvi,Krish,O,2665109.0,Satna
C00711,Wahab,Palla,F,727375.0,Rajkot
C00156,Kiaan,Garg,female,2674412.0,Chittoor
C02347,Oliver,Khatri,Male,1820982.0,Mahbubnagar
C02816,Krishna,Singhal,Female,1797126.0,Bidar
C02026,Sudiksha,Viswanathan,F,2600426.0,Adoni
C02180,Panini,Comar,Female,845063.0,Barasat
C04307,Jacob,Kala,female,697980.0,ozhukarai
